Entry	Gene Names	RefSeq
B8I7U2	Ccel_0720	WP_015924266.1;
B8I7U3	Ccel_0721	WP_015924267.1;
B8I7U4	Ccel_0722	WP_015924268.1;
B8I7U6	Ccel_0724	WP_015924270.1;
B8I7U8	Ccel_0726	WP_015924272.1;
B8I7U9	Ccel_0727	
B8I7V0	Ccel_0728	WP_015924274.1;
B8I7V5	Ccel_0733	WP_015924279.1;
B8I7W2	Ccel_0741	WP_015924286.1;
B8I7W3	Ccel_0742	WP_015924287.1;
B8I7W4	Ccel_0743	WP_015924288.1;
B8I7W5	Ccel_0744	WP_015924289.1;
B8I7W6	Ccel_0745	
B8I7W8	Ccel_0747	WP_015924292.1;
B8I7X2	Ccel_0751	WP_015924296.1;
B8I7X6	Ccel_0755	WP_015924299.1;
B8I7X7	Ccel_0756	WP_015924300.1;
B8I802	Ccel_0781	WP_015924323.1;
B8I810	Ccel_0789	WP_015924329.1;
B8I811	Ccel_0790	WP_015924330.1;
B8I818	Ccel_0797	WP_015924337.1;
B8I819	Ccel_0798	WP_015924338.1;
B8I821	Ccel_0800	WP_015924340.1;
B8I824	Ccel_0803	WP_015924343.1;
B8I825	Ccel_2831	
B8I826	Ccel_2832	WP_015926197.1;
B8I827	Ccel_2833	WP_015926198.1;
B8I828	Ccel_2834	WP_015926199.1;
B8I829	Ccel_2835	WP_015926200.1;
B8I830	Ccel_2836	WP_015926201.1;
B8I831	Ccel_2837	WP_015926202.1;
B8I832	Ccel_2838	WP_015926203.1;
B8I833	Ccel_2839	WP_015926204.1;
B8I834	Ccel_2840	WP_015926205.1;
B8I836	Ccel_2842	WP_015926207.1;
B8I838	Ccel_2844	WP_015926209.1;
B8I839	Ccel_2845	WP_015926210.1;
B8I840	Ccel_2846	WP_015926211.1;
B8I841	Ccel_2847	
B8I842	Ccel_2848	WP_015926213.1;
B8I843	Ccel_2849	WP_015926214.1;
B8I844	Ccel_2850	WP_015926215.1;
B8I845	Ccel_2851	WP_015926216.1;
B8I846	Ccel_2852	WP_000344037.1;
B8I847	Ccel_2853	WP_000658732.1;
B8I848	Ccel_2854	WP_015926217.1;
B8I849	Ccel_2855	WP_015926218.1;
B8I850	Ccel_2856	
B8I851	Ccel_2857	WP_015926220.1;
B8I852	Ccel_2858	WP_015926221.1;
B8I853	Ccel_2859	WP_015926222.1;
B8I854	Ccel_2860	WP_015926223.1;
B8I855	Ccel_2861	WP_015926224.1;
B8I856	Ccel_2862	
B8I857	Ccel_2863	
B8I858	Ccel_2864	WP_015926227.1;
B8I859	Ccel_2865	WP_012103012.1;
B8I860	Ccel_2866	WP_015926228.1;
B8I862	Ccel_2868	WP_015926230.1;
B8I863	Ccel_2869	WP_015926231.1;
B8I864	Ccel_2870	WP_015926232.1;
B8I865	Ccel_2871	
B8I866	Ccel_2872	WP_015926234.1;
B8I867	Ccel_2873	WP_015926235.1;
B8I868	Ccel_2874	WP_015926236.1;
B8I869	Ccel_2875	WP_015926237.1;
B8I872	Ccel_2878	WP_015926240.1;
B8I873	Ccel_2879	WP_015926241.1;
B8I874	Ccel_2880	WP_015926242.1;
B8I877	Ccel_2883	WP_015926245.1;
B8I878	Ccel_2884	WP_015926246.1;
B8I879	Ccel_2885	WP_015926247.1;
B8I880	Ccel_2886	WP_015926248.1;
B8I881	Ccel_2887	WP_015926249.1;
B8I882	Ccel_2888	WP_015926250.1;
B8I884	Ccel_2890	WP_015926251.1;
B8I885	Ccel_2891	WP_015926252.1;
B8I886	Ccel_2892	WP_015926253.1;
B8I887	Ccel_2893	WP_015926254.1;
B8I888	Ccel_2894	WP_015926255.1;
B8I889	Ccel_2895	WP_015926256.1;
B8I890	Ccel_2896	WP_015926257.1;
B8I891	Ccel_2897	
B8I892	Ccel_2898	WP_015926259.1;
B8I893	Ccel_2899	WP_015926260.1;
B8I895	Ccel_2901	WP_015926262.1;
B8I896	Ccel_2902	
B8I897	Ccel_2903	WP_015926264.1;
B8I898	Ccel_2904	WP_015926265.1;
B8I899	Ccel_2905	WP_015926266.1;
B8I8A2	Ccel_2908	WP_015926269.1;
B8I8A3	Ccel_2909	WP_015926270.1;
B8I8B0	Ccel_2916	WP_015926277.1;
B8I8B1	Ccel_2917	
B8I8B3	Ccel_2919	
B8I8B4	Ccel_2920	WP_015926281.1;
B8I8B6	Ccel_2922	WP_015926283.1;
B8I8B7	Ccel_2923	WP_015926284.1;
B8I8B9	Ccel_2925	WP_015926286.1;
B8I8C2	Ccel_2928	WP_015926289.1;
B8I8C3	Ccel_2929	WP_015926290.1;
B8I8C4	Ccel_2930	WP_015926291.1;
B8I8C5	Ccel_2931	WP_015926292.1;
B8I8C6	Ccel_2932	
B8I8C7	Ccel_2933	WP_015926294.1;
B8I8C8	Ccel_2934	WP_015926295.1;
B8I8C9	Ccel_2935	WP_015926296.1;
B8I8D0	Ccel_2936	WP_015926297.1;
B8I8D1	Ccel_2937	WP_015926298.1;
B8I8D2	Ccel_2938	WP_015926299.1;
B8I8D3	Ccel_2939	WP_015926300.1;
B8I8D4	Ccel_2940	WP_015926301.1;
B8I8D5	Ccel_2941	WP_015926302.1;
B8I8D7	Ccel_2943	WP_015926304.1;
B8I8D8	Ccel_2944	WP_015926305.1;
B8I8D9	Ccel_2945	WP_015926306.1;
B8I8E0	Ccel_2946	WP_015926307.1;
B8I8E1	Ccel_2947	
B8I8E2	Ccel_2948	WP_015926309.1;
B8I8E5	Ccel_2951	
B8I8E6	Ccel_2952	
B8I8E7	Ccel_2953	WP_015926312.1;
B8I8E8	Ccel_2954	WP_015926313.1;
B8I8E9	Ccel_0804	WP_015924344.1;
B8I8F0	Ccel_0805	WP_015924345.1;
B8I8F1	Ccel_0806	WP_015924346.1;
B8I8F3	Ccel_0808	WP_015924348.1;
B8I8F8	Ccel_0813	WP_015924353.1;
B8I8G0	Ccel_0815	WP_015924355.1;
B8I8G1	Ccel_0816	WP_015924356.1;
B8I8G2	Ccel_0817	WP_015924357.1;
B8I8G3	Ccel_0818	WP_015924358.1;
B8I8G5	Ccel_0820	WP_015924360.1;
B8I8G6	Ccel_0821	WP_015924361.1;
B8I8G7	Ccel_0822	WP_015924362.1;
B8I8H0	Ccel_0826	WP_015924363.1;
B8I8H1	Ccel_0827	WP_015924364.1;
B8I8H2	Ccel_0828	WP_015924365.1;
B8I8H3	Ccel_0829	
B8I8H4	Ccel_0830	WP_015924367.1;
B8I8H5	Ccel_0831	WP_015924368.1;
B8I8H6	Ccel_0832	WP_015924369.1;
B8I8H7	Ccel_0833	
B8I8H9	Ccel_0835	WP_015924372.1;
B8I8I0	Ccel_0836	WP_015924373.1;
B8I8I1	Ccel_0837	WP_015924374.1;
B8I8I2	Ccel_0839	
B8I8I4	Ccel_0841	WP_015924377.1;
B8I8I5	Ccel_0843	
B8I8I6	Ccel_0844	WP_015924379.1;
B8I8I7	Ccel_0845	
B8I8I8	Ccel_0846	WP_015924381.1;
B8I8I9	Ccel_0847	WP_015924382.1;
B8I8J0	Ccel_0849	WP_015924383.1;
B8I8J1	Ccel_0851	WP_015924384.1;
B8I8J2	Ccel_0852	WP_015924385.1;
B8I8J4	Ccel_0855	WP_015924387.1;
B8I8J5	Ccel_0856	WP_015924388.1;
B8I8J6	Ccel_0857	WP_015924389.1;
B8I8J7	Ccel_0858	WP_015924390.1;
B8I8J8	Ccel_0859	WP_015924391.1;
B8I8K1	Ccel_0862	WP_015924394.1;
B8I8K2	Ccel_0863	WP_015924395.1;
B8I8K3	Ccel_0864	
B8I8K4	Ccel_0865	WP_015924397.1;
B8I8K5	Ccel_0866	WP_015924398.1;
B8I8K6	Ccel_0867	WP_015924399.1;
B8I8K7	Ccel_0868	WP_015924400.1;
B8I8K8	Ccel_0869	WP_015924401.1;
B8I8K9	Ccel_0870	WP_015924402.1;
B8I8L0	Ccel_0871	WP_015924403.1;
B8I8L1	Ccel_0872	WP_015924404.1;
B8I8L2	Ccel_0873	WP_015924405.1;
B8I8L3	Ccel_0874	WP_015924406.1;
B8I8L4	Ccel_0875	WP_015924407.1;
B8I8L5	Ccel_0876	WP_015924408.1;
B8I8L6	Ccel_0877	WP_015924409.1;
B8I8L7	Ccel_0878	WP_015924410.1;
B8I8L8	Ccel_0879	
B8I8L9	Ccel_0880	WP_015924412.1;
B8I8M0	Ccel_0881	WP_015924413.1;
B8I8M1	Ccel_0882	WP_015924414.1;
B8I8M2	Ccel_0883	WP_015924415.1;
B8I8M3	Ccel_0884	WP_015924416.1;
B8I8M4	Ccel_0885	WP_015924417.1;
B8I8M5	Ccel_0886	WP_015924418.1;
B8I8M6	Ccel_0887	WP_015924419.1;
B8I8M7	Ccel_0888	WP_015924420.1;
B8I8M9	Ccel_0890	WP_015924422.1;
B8I8N0	Ccel_0891	WP_015924423.1;
B8I8N1	Ccel_0892	WP_015924424.1;
B8I8N2	Ccel_0893	WP_015924425.1;
B8I8N3	Ccel_0894	WP_015924426.1;
B8I8N4	Ccel_0895	WP_015924427.1;
B8I8N5	Ccel_0896	WP_015924428.1;
B8I8N6	Ccel_0897	WP_015924429.1;
B8I8N8	Ccel_0899	WP_015924431.1;
B8I8N9	Ccel_0900	WP_015924432.1;
B8I8P0	Ccel_0901	WP_015924433.1;
B8I8P1	Ccel_0902	WP_015924434.1;
B8I8P2	Ccel_0903	
B8I8P5	Ccel_0906	WP_015924436.1;
B8I8P6	Ccel_0907	WP_015924437.1;
B8I8P7	Ccel_0908	WP_015924438.1;
B8I8P8	Ccel_0909	
B8I8P9	Ccel_0911	WP_015924440.1;
B8I8Q0	Ccel_0913	WP_015924441.1;
B8I8Q1	Ccel_0915	WP_015924442.1;
B8I8Q7	Ccel_0923	WP_015924447.1;
B8I8Q8	Ccel_0924	WP_015924448.1;
B8I8Q9	Ccel_0926	WP_015924449.1;
B8I8R0	Ccel_0927	WP_015924450.1;
B8I8R1	Ccel_0928	WP_015924451.1;
B8I8R2	Ccel_0929	WP_015924452.1;
B8I8R5	Ccel_0932	WP_015924455.1;
B8I8R6	Ccel_0933	WP_015924456.1;
B8I8R7	Ccel_2955	WP_015926314.1;
B8I8R8	Ccel_2956	
B8I8R9	Ccel_2957	
B8I8S0	Ccel_2958	WP_015926317.1;
B8I8S1	Ccel_2959	WP_015926318.1;
B8I8S2	Ccel_2960	WP_015926319.1;
B8I8S4	Ccel_2962	WP_015926320.1;
B8I8S5	Ccel_2963	WP_015926321.1;
B8I8S6	Ccel_2964	WP_015926322.1;
B8I8S7	Ccel_2965	WP_015926323.1;
B8I8S8	Ccel_2966	WP_015926324.1;
B8I8S9	Ccel_2967	WP_015926325.1;
B8I8T3	Ccel_2971	
B8I8T5	Ccel_2973	
B8I8T6	Ccel_2974	WP_015926328.1;
B8I8T7	Ccel_2975	WP_015926329.1;
B8I8T8	Ccel_2976	
B8I8U0	Ccel_2978	WP_015926331.1;
B8I8U1	Ccel_2979	WP_015926332.1;
B8I8U2	Ccel_2980	WP_015926333.1;
B8I8U3	Ccel_2981	WP_015926334.1;
B8I8U4	Ccel_2982	
B8I8U6	Ccel_2984	WP_015926337.1;
B8I8U7	Ccel_2985	WP_015926338.1;
B8I8U8	Ccel_2986	WP_015926339.1;
B8I8V0	Ccel_2988	WP_015926341.1;
B8I8V1	Ccel_2989	WP_015926342.1;
B8I8V2	Ccel_2990	WP_015926343.1;
B8I8V3	Ccel_2991	WP_015926344.1;
B8I8V4	Ccel_2992	WP_015926345.1;
B8I8V5	Ccel_2993	WP_015926346.1;
B8I8V6	Ccel_2994	WP_015926347.1;
B8I8V7	Ccel_2995	WP_015926348.1;
B8I8V8	Ccel_2996	WP_015926349.1;
B8I8V9	Ccel_2997	WP_015926350.1;
B8I8W0	Ccel_2998	WP_015926351.1;
B8I8W1	Ccel_2999	WP_015926352.1;
B8I8W2	Ccel_3000	WP_015926353.1;
B8I8W3	Ccel_3001	WP_015926354.1;
B8I8W6	Ccel_3004	WP_015926357.1;
B8I8W7	Ccel_3005	WP_015926358.1;
B8I8W8	Ccel_3006	WP_015926359.1;
B8I8X0	Ccel_3008	WP_015926361.1;
B8I8X1	Ccel_3009	WP_015926362.1;
B8I8X2	Ccel_3010	WP_015926363.1;
B8I8X3	Ccel_3011	WP_015926364.1;
B8I8X4	Ccel_3012	
B8I8X5	Ccel_3013	WP_015926366.1;
B8I8X6	Ccel_3014	
B8I8X7	Ccel_3016	
B8I8X8	Ccel_3018	
B8I8X9	Ccel_3019	WP_015926370.1;
B8I8Y0	Ccel_3020	WP_015926371.1;
B8I8Y1	Ccel_3021	
B8I8Y2	Ccel_3022	WP_015926373.1;
B8I8Y3	Ccel_3023	WP_015926374.1;
B8I8Y4	Ccel_3024	
B8I8Y5	Ccel_3025	WP_015926376.1;
B8I8Y6	Ccel_3026	WP_015926377.1;
B8I8Y7	Ccel_3027	WP_015926378.1;
B8I8Y8	Ccel_3028	
B8I8Y9	Ccel_3029	WP_015926380.1;
B8I8Z0	Ccel_3030	WP_015926381.1;
B8I8Z1	Ccel_3031	WP_015926382.1;
B8I8Z2	Ccel_3032	WP_015926383.1;
B8I8Z3	Ccel_3033	WP_015926384.1;
B8I8Z5	Ccel_3035	WP_015926386.1;
B8I8Z6	Ccel_3036	WP_015926387.1;
B8I8Z8	Ccel_3038	WP_015926389.1;
B8I8Z9	Ccel_3039	
B8I900	Ccel_3040	WP_015926391.1;
B8I901	Ccel_3041	WP_015926392.1;
B8I902	Ccel_3042	WP_015926393.1;
B8I903	Ccel_3043	WP_015926394.1;
B8I904	Ccel_3044	WP_015926395.1;
B8I905	Ccel_3045	WP_015926396.1;
B8I908	Ccel_3048	
B8I909	Ccel_3049	WP_015926400.1;
B8I910	Ccel_3050	WP_015926401.1;
B8I911	Ccel_3051	WP_015926402.1;
B8I912	Ccel_3052	WP_015926403.1;
B8I913	Ccel_3053	WP_015926404.1;
B8I914	Ccel_3054	WP_015926405.1;
B8I915	Ccel_3055	WP_015926406.1;
B8I916	Ccel_3056	WP_015926407.1;
B8I917	Ccel_3057	WP_015926408.1;
B8I918	Ccel_3058	WP_015926409.1;
B8I919	Ccel_3059	WP_015926410.1;
B8I920	Ccel_3060	WP_015926411.1;
B8I921	Ccel_3061	
B8I922	Ccel_3062	WP_015926413.1;
B8I923	Ccel_3063	WP_015926414.1;
B8I924	Ccel_3064	WP_015926415.1;
B8I925	Ccel_3065	WP_015926416.1;
B8I926	Ccel_3066	WP_015926417.1;
B8I927	Ccel_3067	
B8I928	Ccel_3068	WP_015926419.1;
B8I931	Ccel_3071	WP_015926422.1;
B8I932	Ccel_3072	WP_015926423.1;
B8I933	Ccel_3073	WP_015926424.1;
B8I934	Ccel_3074	
B8I935	Ccel_3075	WP_015926426.1;
B8I936	Ccel_3076	WP_015926427.1;
B8I937	Ccel_3077	WP_015926428.1;
B8I938	Ccel_3078	
B8I943	Ccel_0939	WP_015924460.1;
B8I945	Ccel_0942	WP_015924462.1;
B8I946	Ccel_0943	WP_015924463.1;
B8I947	Ccel_0944	WP_015924464.1;
B8I948	Ccel_0945	WP_015924465.1;
B8I949	Ccel_0946	WP_015924466.1;
B8I950	Ccel_0947	WP_015924467.1;
B8I951	Ccel_0948	WP_015924468.1;
B8I952	Ccel_0949	WP_015924469.1;
B8I953	Ccel_0950	WP_015924470.1;
B8I954	Ccel_0951	WP_015924471.1;
B8I955	Ccel_0952	WP_015924472.1;
B8I956	Ccel_0953	WP_015924473.1;
B8I957	Ccel_0954	WP_015924474.1;
B8I958	Ccel_0955	WP_015924475.1;
B8I959	Ccel_0956	WP_015924476.1;
B8I960	Ccel_0957	
B8I961	Ccel_0958	WP_015924478.1;
B8I962	Ccel_0960	WP_015924479.1;
B8I963	Ccel_0961	WP_015924480.1;
B8I964	Ccel_0962	WP_015924481.1;
B8I965	Ccel_0963	WP_015924482.1;
B8I966	Ccel_0964	WP_015924483.1;
B8I967	Ccel_0965	
B8I968	Ccel_0966	WP_015924485.1;
B8I969	Ccel_0967	WP_015924486.1;
B8I970	Ccel_0968	WP_015924487.1;
B8I971	Ccel_0969	WP_015924488.1;
B8I972	Ccel_0970	WP_015924489.1;
B8I973	Ccel_0971	WP_015924490.1;
B8I974	Ccel_0972	WP_015924491.1;
B8I975	Ccel_0973	WP_015924492.1;
B8I976	Ccel_0974	WP_015924493.1;
B8I977	Ccel_0975	WP_015924494.1;
B8I978	Ccel_0976	WP_015924495.1;
B8I981	Ccel_0979	WP_015924498.1;
B8I982	Ccel_0980	WP_015924499.1;
B8I984	Ccel_0982	WP_015924501.1;
B8I985	Ccel_0983	WP_015924502.1;
B8I986	Ccel_0984	WP_015924503.1;
B8I987	Ccel_0985	WP_015924504.1;
B8I988	Ccel_0986	WP_015924505.1;
B8I989	Ccel_0987	WP_015924506.1;
B8I990	Ccel_0988	WP_015924507.1;
B8I991	Ccel_0989	WP_015924508.1;
B8I992	Ccel_0990	WP_015924509.1;
B8I993	Ccel_0991	WP_015924510.1;
B8I994	Ccel_0992	WP_015924511.1;
B8I995	Ccel_0993	
B8I996	Ccel_0994	WP_015924513.1;
B8I997	Ccel_0995	WP_015924514.1;
B8I998	Ccel_0996	WP_015924515.1;
B8I999	Ccel_0997	WP_015924516.1;
B8I9A0	Ccel_0998	WP_015924517.1;
B8I9A1	Ccel_0999	WP_015924518.1;
B8I9A2	Ccel_1000	
B8I9A3	Ccel_1001	WP_015924520.1;
B8I9A5	Ccel_1003	WP_015924522.1;
B8I9A6	Ccel_1004	WP_015924523.1;
B8I9A7	Ccel_1005	
B8I9A8	Ccel_1006	WP_015924525.1;
B8I9A9	Ccel_1007	WP_015924526.1;
B8I9B0	Ccel_1008	WP_015924527.1;
B8I9B1	Ccel_1009	WP_015924528.1;
B8I9B2	Ccel_1010	WP_015924529.1;
B8I9B3	Ccel_1011	WP_015924530.1;
B8I9B4	Ccel_1012	WP_015924531.1;
B8I9B6	Ccel_1014	WP_015924533.1;
B8I9B7	Ccel_1015	WP_015924534.1;
B8I9B8	Ccel_1016	WP_015924535.1;
B8I9B9	Ccel_1017	WP_015924536.1;
B8I9C0	Ccel_1018	WP_015924537.1;
B8I9C2	Ccel_1020	WP_015924538.1;
B8I9C3	Ccel_1021	WP_015924539.1;
B8I9C4	Ccel_1022	WP_015924540.1;
B8I9C5	Ccel_1023	WP_015924541.1;
B8I9C6	Ccel_1024	WP_015924542.1;
B8I9C7	Ccel_1025	WP_015924543.1;
B8I9C8	Ccel_1026	WP_015924544.1;
B8I9C9	Ccel_1027	WP_015924545.1;
B8I9D1	Ccel_1029	WP_015924547.1;
B8I9D2	Ccel_1030	WP_015924548.1;
B8I9D4	Ccel_1032	WP_015924550.1;
B8I9D5	Ccel_1033	WP_015924551.1;
B8I9D6	Ccel_1034	WP_015924552.1;
B8I9D7	Ccel_1035	WP_015924553.1;
B8I9D9	Ccel_1037	WP_015924555.1;
B8I9E0	Ccel_1038	WP_015924556.1;
B8I9E1	Ccel_1039	WP_015924557.1;
B8I9E2	Ccel_1040	WP_015924558.1;
B8I9E3	Ccel_1041	WP_015924559.1;
B8I9E4	Ccel_1042	WP_015924560.1;
B8I9E5	Ccel_1043	
B8I9E6	Ccel_1044	WP_015924562.1;
B8I9E7	Ccel_1045	WP_015924563.1;
B8I9E8	Ccel_1046	WP_015924564.1;
B8I9E9	Ccel_1049	WP_015924565.1;
B8I9F1	Ccel_1051	WP_015924567.1;
B8I9F2	Ccel_1052	WP_015924568.1;
B8I9F3	Ccel_1053	WP_015924569.1;
B8I9F5	Ccel_1055	WP_015924571.1;
B8I9F6	Ccel_1056	WP_015924572.1;
B8I9F7	Ccel_1057	WP_015924573.1;
B8I9F8	Ccel_1058	WP_015924574.1;
B8I9F9	Ccel_1059	WP_015924575.1;
B8I9G1	Ccel_1061	WP_015924577.1;
B8I9G2	Ccel_1063	WP_015924578.1;
G4WZW2	hyd	
G4WZW3	hyd	
P94619	nifH	
P94620	nifD	
P94621	nifK	
Q0PRN3	Ccel_1236	WP_015924741.1;
Q2V4T2		
Q2V4T3		
Q2VG88		
Q2VG89		
Q45991	CIPCCA	
Q45996	cipC	
Q46001		
Q68GY5	cpn60	
Q84H45	tpnA2	
Q84H46	tpnA1	
Q9L339	spoIVB	
Q9L384	glgD	
Q9L386		
Q9R4J1		
Q9ZGA7		
V6BGI4	tmRNA Clost_cellu_H10	
