Entry	Gene Names	RefSeq
B8I0M8	Ccel_1247	WP_015924752.1;
B8I0M9	Ccel_1248	WP_015924753.1;
B8I0N1	Ccel_1250	WP_015924755.1;
B8I0N2	Ccel_1251	WP_015924756.1;
B8I0N3	Ccel_1252	WP_015924757.1;
B8I0N4	Ccel_1253	WP_015924758.1;
B8I0N5	Ccel_1254	WP_015924759.1;
B8I0N7	Ccel_1256	WP_015924761.1;
B8I0N8	Ccel_1257	WP_015924762.1;
B8I0N9	Ccel_1258	WP_015924763.1;
B8I0P0	Ccel_1259	WP_015924764.1;
B8I0P1	Ccel_1260	WP_015924765.1;
B8I0P2	Ccel_1261	WP_015924766.1;
B8I0P3	Ccel_1262	
B8I0P4	Ccel_1263	WP_015924768.1;
B8I0P5	Ccel_1264	WP_015924769.1;
B8I0P9	Ccel_1268	WP_015924773.1;
B8I0Q2	Ccel_1271	WP_015924776.1;
B8I0Q3	Ccel_1272	WP_015924777.1;
B8I0Q4	Ccel_1273	WP_015924778.1;
B8I0Q6	Ccel_1275	WP_015924780.1;
B8I0R2	Ccel_1281	WP_015924786.1;
B8I0R3	Ccel_1282	WP_015924787.1;
B8I0R6	Ccel_1285	WP_015924790.1;
B8I0R8	Ccel_1287	WP_015924792.1;
B8I0R9	Ccel_1288	WP_015924793.1;
B8I0S1	Ccel_1290	WP_015924795.1;
B8I0S2	Ccel_1291	WP_015924796.1;
B8I0S4	Ccel_1294	WP_015924797.1;
B8I0S5	Ccel_1295	WP_015924798.1;
B8I0S6	Ccel_1296	WP_015924799.1;
B8I0S7	Ccel_1297	WP_015924800.1;
B8I0S9	Ccel_1300	
B8I0T0	Ccel_1301	WP_015924803.1;
B8I0T1	Ccel_1302	WP_015924804.1;
B8I0T2	Ccel_1303	WP_015924805.1;
B8I0T3	Ccel_1304	WP_015924806.1;
B8I0T4	Ccel_1305	WP_015924807.1;
B8I0T5	Ccel_1306	
B8I0T6	Ccel_1307	WP_015924809.1;
B8I0T7	Ccel_1308	WP_015924810.1;
B8I0U2	Ccel_3208	WP_015926556.1;
B8I0U3	Ccel_3209	
B8I0U4	Ccel_3210	WP_015926558.1;
B8I0U5	Ccel_3211	WP_015926559.1;
B8I0U6	Ccel_3212	WP_015926560.1;
B8I0U8	Ccel_3214	WP_015926562.1;
B8I0V4	Ccel_3220	WP_015926568.1;
B8I0V6	Ccel_3222	WP_015926570.1;
B8I0V7	Ccel_3223	WP_015926571.1;
B8I0V8	Ccel_3224	WP_015926572.1;
B8I0W0	Ccel_3226	WP_015926574.1;
B8I0W1	Ccel_3227	WP_015926575.1;
B8I0W2	Ccel_3228	WP_015926576.1;
B8I0W3	Ccel_3229	WP_015926577.1;
B8I0W4	Ccel_3230	WP_015926578.1;
B8I0W5	Ccel_3231	WP_015926579.1;
B8I0W6	Ccel_3232	WP_015926580.1;
B8I0W7	Ccel_3233	WP_015926581.1;
B8I0W8	Ccel_3234	WP_015926582.1;
B8I0W9	Ccel_3235	WP_015926583.1;
B8I0X0	Ccel_3236	WP_015926584.1;
B8I0X4	Ccel_3241	WP_015926588.1;
B8I0X6	Ccel_3243	WP_015926590.1;
B8I0X7	Ccel_3244	
B8I0X8	Ccel_3245	WP_015926592.1;
B8I0X9	Ccel_3246	WP_015926593.1;
B8I0Y0	Ccel_3247	WP_015926594.1;
B8I0Y1	Ccel_3248	
B8I0Y2	Ccel_3249	WP_015926596.1;
B8I0Y3	Ccel_3250	WP_015926597.1;
B8I0Y4	Ccel_3251	WP_015926598.1;
B8I0Y5	Ccel_3252	WP_015926599.1;
B8I0Y6	Ccel_3253	WP_015926600.1;
B8I0Y7	Ccel_3254	
B8I0Y8	Ccel_3255	WP_015926602.1;
B8I0Y9	Ccel_3256	WP_015926603.1;
B8I0Z0	Ccel_3257	WP_015926604.1;
B8I0Z1	Ccel_3258	WP_015926605.1;
B8I0Z2	Ccel_3259	WP_015926606.1;
B8I0Z3	Ccel_3260	WP_015926607.1;
B8I0Z4	Ccel_3261	WP_015926608.1;
B8I0Z5	Ccel_3262	WP_015926609.1;
B8I0Z6	Ccel_3263	WP_015926610.1;
B8I0Z7	Ccel_3264	WP_015926611.1;
B8I0Z9	Ccel_3266	WP_015926613.1;
B8I100	Ccel_3267	
B8I101	Ccel_3268	
B8I102	Ccel_3269	
B8I103	Ccel_3270	WP_015926617.1;
B8I104	Ccel_3271	WP_015926618.1;
B8I105	Ccel_3272	WP_015926619.1;
B8I106	Ccel_3273	WP_015926620.1;
B8I107	Ccel_3274	WP_015926621.1;
B8I108	Ccel_3275	
B8I109	Ccel_3276	WP_015926623.1;
B8I110	Ccel_3277	WP_015926624.1;
B8I111	Ccel_3278	WP_015926625.1;
B8I112	Ccel_3279	WP_015926626.1;
B8I113	Ccel_3280	WP_015926627.1;
B8I114	Ccel_3034 Ccel_3281	WP_015926385.1;
B8I115	Ccel_3282	WP_015926628.1;
B8I116	Ccel_3283	WP_015926629.1;
B8I117	Ccel_3037 Ccel_3284	WP_015926388.1;
B8I118	Ccel_3285	WP_015926630.1;
B8I119	Ccel_3286	
B8I120	Ccel_3287	WP_015926632.1;
B8I121	Ccel_3288	WP_015926633.1;
B8I122	Ccel_3289	WP_015926634.1;
B8I123	Ccel_3290	WP_015926635.1;
B8I124	Ccel_3291	WP_015926636.1;
B8I125	Ccel_3292	WP_015926637.1;
B8I126	Ccel_3046 Ccel_3293	WP_015926397.1;
B8I127	Ccel_3047 Ccel_3294	WP_015926398.1;
B8I128	Ccel_3295	
B8I129	Ccel_3296	WP_015926639.1;
B8I130	Ccel_3297	WP_015926640.1;
B8I131	Ccel_3298	WP_015926641.1;
B8I132	Ccel_3299	
B8I133	Ccel_3300	WP_015926643.1;
B8I134	Ccel_3301	WP_015926644.1;
B8I135	Ccel_3302	WP_015926645.1;
B8I136	Ccel_3303	WP_015926646.1;
B8I137	Ccel_3304	WP_015926647.1;
B8I138	Ccel_3305	
B8I139	Ccel_3306	
B8I140	Ccel_3307	WP_015926650.1;
B8I141	Ccel_3308	WP_015926651.1;
B8I142	Ccel_3309	WP_015926652.1;
B8I143	Ccel_3310	WP_015926653.1;
B8I144	Ccel_3069 Ccel_3311	WP_015926420.1;
B8I145	Ccel_3070 Ccel_3312	WP_015926421.1;
B8I146	Ccel_3313	WP_015926654.1;
B8I147	Ccel_3314	WP_015926655.1;
B8I148	Ccel_3315	WP_015926656.1;
B8I149	Ccel_3316	WP_015926657.1;
B8I150	Ccel_3317	WP_015926658.1;
B8I151	Ccel_3318	WP_015926659.1;
B8I152	Ccel_3319	WP_015926660.1;
B8I153	Ccel_3320	WP_015926661.1;
B8I156	Ccel_3323	WP_015926664.1;
B8I159	Ccel_3326	WP_015926667.1;
B8I160	Ccel_3327	WP_015926668.1;
B8I161	Ccel_3328	WP_015926669.1;
B8I163	Ccel_3330	WP_015926671.1;
B8I165	Ccel_3332	WP_015926673.1;
B8I166	Ccel_3333	WP_015926674.1;
B8I171	Ccel_1315	WP_015924817.1;
B8I172	Ccel_1316	
B8I173	Ccel_1317	WP_015924819.1;
B8I174	Ccel_1318	WP_015924820.1;
B8I177	Ccel_1321	WP_015924823.1;
B8I180	Ccel_1324	WP_015924826.1;
B8I181	Ccel_1325	WP_015924827.1;
B8I182	Ccel_1326	WP_015924828.1;
B8I183	Ccel_1327	
B8I185	Ccel_1329	WP_015924831.1;
B8I189	Ccel_1333	WP_015924835.1;
B8I191	Ccel_1335	WP_015924837.1;
B8I192	Ccel_1336	WP_015924838.1;
B8I193	Ccel_1337	WP_015924839.1;
B8I194	Ccel_1338	WP_015924840.1;
B8I195	Ccel_1339	
B8I196	Ccel_1340	WP_015924842.1;
B8I197	Ccel_1341	WP_015924843.1;
B8I198	Ccel_1342	WP_015924844.1;
B8I199	Ccel_1343	WP_015924845.1;
B8I1A6	Ccel_1350	WP_015924852.1;
B8I1A7	Ccel_1351	WP_015924853.1;
B8I1B0	Ccel_1354	WP_015924856.1;
B8I1B1	Ccel_1355	WP_015924857.1;
B8I1B2	Ccel_1356	WP_015924858.1;
B8I1B3	Ccel_1357	WP_015924859.1;
B8I1B5	Ccel_1359	WP_015924861.1;
B8I1B6	Ccel_1360	WP_015924862.1;
B8I1B7	Ccel_1361	WP_015924863.1;
B8I1B8	Ccel_1362	WP_015924864.1;
B8I1C0	Ccel_1364	WP_015924866.1;
B8I1C1	Ccel_1365	WP_015924867.1;
B8I1C3	Ccel_1367	WP_015924869.1;
B8I1C4	Ccel_1368	
B8I1C5	Ccel_1369	WP_015924871.1;
B8I1C7	Ccel_1371	WP_015924873.1;
B8I1D0	Ccel_1374	WP_015924876.1;
B8I1D1	Ccel_1375	
B8I1D2	Ccel_1376	WP_015924878.1;
B8I1D5	Ccel_1379	WP_015924879.1;
B8I1D6	Ccel_1380	WP_015924880.1;
B8I1D7	Ccel_1381	WP_015924881.1;
B8I1D8	Ccel_1382	WP_015924882.1;
B8I1D9	Ccel_1383	WP_015924883.1;
B8I1E0	Ccel_1384	WP_015924884.1;
B8I1E1	Ccel_1385	WP_015924885.1;
B8I1E2	Ccel_1386	WP_015924886.1;
B8I1E3	Ccel_1387	WP_015924887.1;
B8I1E4	Ccel_1388	WP_015924888.1;
B8I1E6	Ccel_1390	WP_015924890.1;
B8I1E8	Ccel_1392	WP_015924892.1;
B8I1E9	Ccel_1393	WP_015924893.1;
B8I1F0	Ccel_1394	WP_015924894.1;
B8I1F1	Ccel_1395	WP_015924895.1;
B8I1F2	Ccel_1396	WP_015924896.1;
B8I1F3	Ccel_1397	WP_015924897.1;
B8I1F5	Ccel_1399	WP_015924899.1;
B8I1F7	Ccel_1401	
B8I1F9	Ccel_1403	WP_015924902.1;
B8I1G0	Ccel_1404	WP_015924903.1;
B8I1G2	Ccel_1406	WP_015924905.1;
B8I1G3	Ccel_1407	WP_015924906.1;
B8I1G4	Ccel_1408	WP_015924907.1;
B8I1G5	Ccel_1409	
B8I1G6	Ccel_1410	
B8I1H0	Ccel_1414	WP_015924913.1;
B8I1H1	Ccel_1415	WP_015924914.1;
B8I1H2	Ccel_1416	WP_015924915.1;
B8I1H4	Ccel_1418	WP_015924917.1;
B8I1H5	Ccel_1419	WP_015924918.1;
B8I1H6	Ccel_1420	WP_015924919.1;
B8I1H7	Ccel_1421	WP_015924920.1;
B8I1H8	Ccel_1422	WP_015924921.1;
B8I1H9	Ccel_1423	WP_015924922.1;
B8I1I2	Ccel_1426	WP_015924925.1;
B8I1I3	Ccel_1427	WP_015924926.1;
B8I1I4	Ccel_1428	WP_015924927.1;
B8I1I5	Ccel_1429	WP_015924928.1;
B8I1I6	Ccel_1430	WP_015924929.1;
B8I1I8	Ccel_1432	
B8I1I9	Ccel_3335	WP_015926676.1;
B8I1J0	Ccel_3336	WP_015926677.1;
B8I1J1	Ccel_3337	WP_015926678.1;
B8I1J2	Ccel_3338	WP_015926679.1;
B8I1J3	Ccel_3339	WP_015926680.1;
B8I1J4	Ccel_3340	WP_015926681.1;
B8I1J5	Ccel_3341	WP_015926682.1;
B8I1J6	Ccel_3342	WP_015926683.1;
B8I1J7	Ccel_3343	WP_015926684.1;
B8I1J8	Ccel_3344	WP_015926685.1;
B8I1J9	Ccel_3345	WP_015926686.1;
B8I1K0	Ccel_3346	WP_015926687.1;
B8I1K1	Ccel_3347	WP_015926688.1;
B8I1K2	Ccel_3348	
B8I1K3	Ccel_3349	WP_015926690.1;
B8I1K4	Ccel_3350	
B8I1K5	Ccel_3351	WP_015926692.1;
B8I1K6	Ccel_3352	WP_015926693.1;
B8I1K7	Ccel_3353	
B8I1K8	Ccel_3354	WP_015926695.1;
B8I1K9	Ccel_3355	WP_015926696.1;
B8I1L0	Ccel_3356	WP_015926697.1;
B8I1L1	Ccel_3357	WP_015926698.1;
B8I1L2	Ccel_3358	WP_015926699.1;
B8I1L3	Ccel_3359	WP_015926700.1;
B8I1L4	Ccel_3360	WP_015926701.1;
B8I1L5	Ccel_3361	WP_015926702.1;
B8I1L7	Ccel_3363	WP_015926704.1;
B8I1L8	Ccel_3364	
B8I1M0	Ccel_3366	WP_015926707.1;
B8I1M1	Ccel_3367	WP_015926708.1;
B8I1M2	Ccel_3368	WP_015926709.1;
B8I1M3	Ccel_3369	WP_015926710.1;
B8I1M4	Ccel_3370	WP_015926711.1;
B8I1M5	Ccel_3371	WP_015926712.1;
B8I1M6	Ccel_3372	WP_015926713.1;
B8I1M8	Ccel_3374	WP_015926715.1;
B8I1N1	Ccel_3377	WP_015926718.1;
B8I1N2	Ccel_3378	
B8I1N3	Ccel_3380	WP_015926720.1;
B8I1N5	Ccel_3382	WP_015926722.1;
B8I1N6	Ccel_3383	WP_015926723.1;
B8I1N8	Ccel_3385	WP_015926725.1;
B8I1N9	Ccel_3386	WP_015926726.1;
B8I1P1	Ccel_3388	WP_015926728.1;
B8I1P3	Ccel_3390	WP_015926730.1;
B8I1P4	Ccel_3391	WP_015926731.1;
B8I1P5	Ccel_3392	WP_015926732.1;
B8I1P8	Ccel_3395	WP_015926735.1;
B8I1P9	Ccel_3396	WP_015926736.1;
B8I1Q0	Ccel_3397	WP_015926737.1;
B8I1Q1	Ccel_3398	WP_015926738.1;
B8I1Q2	Ccel_3399	WP_015926739.1;
B8I1Q3	Ccel_3400	WP_015926740.1;
B8I1Q6	Ccel_3403	
B8I1Q7	Ccel_3404	
B8I1Q8	Ccel_3405	WP_015926745.1;
B8I1Q9	Ccel_3406	WP_015926746.1;
B8I1R2	Ccel_3409	
B8I1R4	Ccel_3411	WP_015926751.1;
B8I1R5	Ccel_3412	WP_015926752.1;
B8I1R6	Ccel_3413	WP_015926753.1;
B8I1R7	Ccel_3414	WP_015926754.1;
B8I1R9	Ccel_3416	WP_015926756.1;
B8I1S0	Ccel_3417	WP_015926757.1;
B8I1S1	Ccel_3418	WP_015926758.1;
B8I1S2	Ccel_3419	
B8I1S3	Ccel_3420	WP_015926760.1;
B8I1S4	Ccel_3421	WP_015926761.1;
B8I1S5	Ccel_3422	
B8I1S7	Ccel_3424	WP_015926764.1;
B8I1S8	Ccel_3425	WP_015926765.1;
B8I1T0	Ccel_3427	WP_015926767.1;
B8I1T1	Ccel_3428	WP_015926768.1;
B8I1T3	Ccel_3430	WP_015926770.1;
B8I1T5	Ccel_3432	WP_015926772.1;
B8I1U1	Ccel_3438	WP_015926778.1;
B8I1U2	Ccel_3439	WP_015926779.1;
B8I1U6	Ccel_3443	WP_015926783.1;
B8I1U7	Ccel_3444	WP_015926784.1;
B8I1U8	Ccel_3445	WP_015926785.1;
B8I1U9	Ccel_3446	
B8I1V0	Ccel_3447	WP_015926787.1;
B8I1V1	Ccel_3448	WP_015926788.1;
B8I1V2	Ccel_3449	WP_015926789.1;
B8I1V3	Ccel_3450	WP_015926790.1;
B8I1V4	Ccel_3451	WP_015926791.1;
B8I1V5	Ccel_3452	WP_015926792.1;
B8I1V6	Ccel_3453	WP_015926793.1;
B8I1V8	Ccel_3455	WP_015926795.1;
B8I1V9	Ccel_3456	
B8I1W1	Ccel_1433	WP_015924931.1;
B8I1W3	Ccel_1435	WP_015924933.1;
B8I1W4	Ccel_1436	WP_015924934.1;
B8I1W5	Ccel_1437	WP_015924935.1;
B8I1W6	Ccel_1438	WP_015924936.1;
B8I1W7	Ccel_1439	WP_015924937.1;
B8I1W8	Ccel_1440	WP_015924938.1;
B8I1W9	Ccel_1441	WP_015924939.1;
B8I1X2	Ccel_1444	WP_015924942.1;
B8I1X4	Ccel_1446	WP_015924944.1;
B8I1X6	Ccel_1448	WP_015924946.1;
B8I1X7	Ccel_1449	WP_015924947.1;
B8I1X8	Ccel_1450	WP_015924948.1;
B8I1X9	Ccel_1451	WP_015924949.1;
B8I1Y1	Ccel_1453	WP_015924951.1;
B8I1Y2	Ccel_1454	WP_015924952.1;
B8I1Y3	Ccel_1455	WP_014312859.1;
B8I1Y4	Ccel_1456	WP_015924953.1;
B8I1Y6	Ccel_1458	WP_015924955.1;
B8I1Y9	Ccel_1461	
B8I1Z0	Ccel_1462	WP_015924958.1;
B8I1Z2	Ccel_1464	WP_015924960.1;
B8I1Z3	Ccel_1465	WP_015924961.1;
B8I1Z4	Ccel_1466	WP_015924962.1;
B8I1Z5	Ccel_1467	WP_015924963.1;
B8I1Z6	Ccel_1468	WP_015924964.1;
B8I1Z7	Ccel_1469	WP_015924965.1;
B8I202	Ccel_1474	WP_015924970.1;
B8I203	Ccel_1475	WP_015924971.1;
B8I204	Ccel_1476	WP_015924972.1;
B8I207	Ccel_1480	WP_015924974.1;
B8I211	Ccel_1484 Ccel_1829 Ccel_2011 Ccel_2199 Ccel_2949	
B8I212	Ccel_1485 Ccel_1828 Ccel_2010 Ccel_2200 Ccel_2694 Ccel_2950	
B8I213	Ccel_1486	WP_015924980.1;
B8I214	Ccel_1487	WP_015924981.1;
B8I215	Ccel_1488	WP_015924982.1;
B8I216	Ccel_1489	
B8I217	Ccel_1490	WP_015924984.1;
B8I218	Ccel_1491	
B8I219	Ccel_1492	
B8I220	Ccel_1493	WP_015924987.1;
B8I221	Ccel_1494	
B8I222	Ccel_1495	WP_015924989.1;
B8I223	Ccel_1497	WP_015924990.1;
B8I224	Ccel_1498	WP_015924991.1;
B8I225	Ccel_1499	WP_015924992.1;
B8I226	Ccel_1500	WP_015924993.1;
B8I227	Ccel_1501	WP_015924994.1;
B8I228	Ccel_1502	WP_015924995.1;
B8I229	Ccel_1503	
B8I230	Ccel_1504	
B8I231	Ccel_1505	WP_015924998.1;
B8I232	Ccel_1506	
B8I233	Ccel_1507	WP_015925000.1;
B8I234	Ccel_1508	WP_015925001.1;
B8I235	Ccel_1509	WP_015925002.1;
B8I236	Ccel_1510	WP_015925003.1;
B8I237	Ccel_1511	WP_015925004.1;
B8I238	Ccel_1512	WP_015925005.1;
B8I239	Ccel_1513	WP_015925006.1;
B8I240	Ccel_1514	WP_015925007.1;
B8I241	Ccel_1515	WP_015925008.1;
B8I242	Ccel_1516	
B8I243	Ccel_1517	WP_015925010.1;
B8I244	Ccel_1518	WP_015925011.1;
B8I245	Ccel_1519	WP_015925012.1;
B8I246	Ccel_1520	WP_015925013.1;
B8I247	Ccel_1521	WP_015925014.1;
B8I248	Ccel_1522	WP_015925015.1;
B8I250	Ccel_1524	WP_015925017.1;
B8I251	Ccel_1525	
B8I252	Ccel_1526	WP_015925019.1;
B8I256	Ccel_1530	
B8I257	Ccel_1531	WP_015925024.1;
B8I260	Ccel_1534	
B8I264	Ccel_1538	WP_015925031.1;
B8I265	Ccel_1539	WP_015925032.1;
B8I266	Ccel_1540	WP_015925033.1;
B8I267	Ccel_1541	WP_015925034.1;
B8I268	Ccel_0418 Ccel_1542	WP_012634864.1;
B8I269	Ccel_1543	WP_015925035.1;
B8I270	Ccel_1544	WP_015925036.1;
B8I273	Ccel_1547	WP_015925039.1;
B8I274	Ccel_1548	WP_015925040.1;
B8I275	Ccel_1549	WP_015925041.1;
B8I278	Ccel_1552	WP_015925044.1;
B8I279	Ccel_1553	WP_015925045.1;
B8I280	Ccel_1554	
B8I281	Ccel_1555	WP_015925047.1;
B8I282	Ccel_1556	WP_015925048.1;
B8I283	Ccel_3458	
B8I284	Ccel_3459	WP_015926799.1;
B8I286	Ccel_3461	WP_015926801.1;
B8I287	Ccel_3462	
B8I288	Ccel_3463	WP_015926803.1;
B8I289	Ccel_3464	WP_015926804.1;
B8I290	Ccel_3465	WP_015926805.1;
B8I291	Ccel_3466	WP_015926806.1;
B8I293	Ccel_3468	WP_015926808.1;
B8I294	Ccel_3469	WP_015926809.1;
B8I295	Ccel_3470	WP_015926810.1;
B8I296	Ccel_3471	
B8I297	Ccel_3472	WP_015926812.1;
B8I298	sfsA Ccel_3473	WP_015926813.1;
B8I2A0	Ccel_3475	WP_015926815.1;
B8I2A1	Ccel_3476	WP_015926816.1;
B8I2A2	Ccel_3477	WP_015926817.1;
B8I2A7	Ccel_3483	WP_015926822.1;
B8I2B2	Ccel_3488	WP_015926827.1;
B8I2B3	Ccel_3489	WP_015926828.1;
B8I2B7	Ccel_1558	WP_015925050.1;
B8I2B8	Ccel_1559 Ccel_1823	
B8I2B9	Ccel_1560 Ccel_1824	
B8I2C0	Ccel_1561	WP_015925053.1;
B8I2C1	Ccel_1562	WP_015925054.1;
B8I2C2	Ccel_1563	WP_015925055.1;
B8I2C3	Ccel_1564 Ccel_1575 Ccel_1586	WP_015925056.1;
B8I2C4	Ccel_1565 Ccel_1576 Ccel_1587	WP_015925057.1;
B8I2C5	Ccel_1566 Ccel_1577 Ccel_1588	WP_015925058.1;
B8I2C6	Ccel_1567 Ccel_1578 Ccel_1589	WP_015925059.1;
B8I2C7	Ccel_1568 Ccel_1579 Ccel_1590	
B8I2C8	Ccel_1569 Ccel_1580 Ccel_1591	WP_015925061.1;
B8I2C9	Ccel_1570 Ccel_1581 Ccel_1592	WP_015925062.1;
B8I2D0	Ccel_1571 Ccel_1582 Ccel_1593	WP_015925063.1;
B8I2D1	Ccel_1572 Ccel_1583 Ccel_1594	WP_015925064.1;
B8I2F8	Ccel_1599	
B8I2F9	Ccel_1600	WP_015925068.1;
B8I2G0	Ccel_1601	WP_015925069.1;
B8I2G1	Ccel_1602	WP_015925070.1;
B8I2G4	Ccel_1605	WP_015925073.1;
B8I2G6	Ccel_1607	WP_015925075.1;
B8I2G7	Ccel_1608	
B8I2G8	Ccel_1609	WP_015925077.1;
B8I2G9	Ccel_1610	WP_015925078.1;
B8I2H1	Ccel_1612	WP_015925080.1;
B8I2H2	Ccel_1613	
B8I2H3	Ccel_1614	WP_015925082.1;
B8I2H4	Ccel_1615	WP_015925083.1;
B8I2H6	Ccel_1617	WP_015925085.1;
B8I2H7	Ccel_1618	WP_015925086.1;
B8I2H8	Ccel_1619	WP_015925087.1;
B8I2H9	Ccel_1620	WP_015925088.1;
B8I2I0	Ccel_1621	WP_015925089.1;
B8I2I2	Ccel_1623	WP_015925091.1;
B8I2I3	Ccel_1624	WP_015925092.1;
B8I2I4	Ccel_1625	WP_015925093.1;
B8I2I5	Ccel_1626	WP_015925094.1;
B8I2I6	Ccel_1627	WP_015925095.1;
B8I2I7	Ccel_1628	WP_015925096.1;
B8I2I8	Ccel_1629	WP_015925097.1;
B8I2I9	Ccel_1631	WP_015925098.1;
B8I2J0	Ccel_1632	
B8I2J1	Ccel_1633	
B8I2J2	Ccel_1634	WP_015925101.1;
B8I2J3	Ccel_1635	WP_015925102.1;
B8I2J4	Ccel_1636	WP_015925103.1;
B8I2J5	Ccel_1637	WP_015925104.1;
B8I2J6	Ccel_1638	WP_015925105.1;
B8I2J7	Ccel_1639	WP_015925106.1;
B8I2J8	Ccel_1640	WP_015925107.1;
B8I2J9	Ccel_1641	WP_015925108.1;
B8I2K0	Ccel_1642	WP_015925109.1;
B8I2K1	Ccel_1643	WP_015925110.1;
B8I2K2	Ccel_1644	
B8I2K3	Ccel_1645	WP_015925112.1;
B8I2K4	Ccel_1646	WP_015925113.1;
B8I2K5	Ccel_1647	WP_015925114.1;
B8I2K7	Ccel_1649	WP_015925116.1;
B8I2K8	Ccel_1650	WP_015925117.1;
B8I2K9	Ccel_1651	
B8I2L0	Ccel_1652	WP_015925119.1;
B8I2L1	Ccel_1653	WP_015925120.1;
B8I2L2	Ccel_1654	WP_015925121.1;
B8I2L3	Ccel_1655	WP_015925122.1;
B8I2L4	Ccel_1656	WP_015925123.1;
B8I2L5	Ccel_1657	WP_015925124.1;
B8I2L8	Ccel_1660	WP_015925127.1;
B8I2L9	Ccel_1661	WP_015925128.1;
B8I2M0	Ccel_1662	WP_015925129.1;
B8I2M1	Ccel_1663	WP_015925130.1;
B8I2M2	Ccel_1664	
B8I2M3	Ccel_1665	WP_015925132.1;
B8I2M4	Ccel_1666	
B8I2M5	Ccel_1667	
B8I2M6	Ccel_0748 Ccel_1668 Ccel_1820 Ccel_2108 Ccel_2133 Ccel_2231	
B8I2M7	Ccel_1669	WP_015925135.1;
B8I2M9	Ccel_1671	WP_015925137.1;
B8I2N0	Ccel_1672	WP_015925138.1;
B8I2N1	Ccel_1673	WP_015925139.1;
B8I2N3	Ccel_1675	WP_015925141.1;
B8I2N5	Ccel_1677	WP_015925143.1;
B8I2N6	Ccel_1678	
B8I2N7	Ccel_1679	WP_015925145.1;
B8I2N9	Ccel_1681	WP_015925147.1;
B8I2P0	Ccel_1682	WP_015925148.1;
B8I2P2	Ccel_1684	WP_015925150.1;
B8I2P3	Ccel_1685	
B8I2P4	Ccel_1686	WP_015925152.1;
B8I2P5	Ccel_1687	WP_015925153.1;
B8I2P6	Ccel_1688	WP_015925154.1;
B8I2P7	Ccel_1689	WP_015925155.1;
B8I2P8	Ccel_1690	WP_015925156.1;
B8I2P9	Ccel_1691	WP_015925157.1;
B8I2Q0	Ccel_1692	WP_015925158.1;
B8I2Q6	Ccel_1698	WP_015925164.1;
B8I2Q8	Ccel_1700	WP_015925166.1;
B8I2Q9	Ccel_1701	WP_015925167.1;
B8I2R0	Ccel_1702	WP_015925168.1;
B8I2R1	Ccel_1703	WP_015925169.1;
B8I2R2	Ccel_1704	WP_015925170.1;
B8I2R3	Ccel_1705	WP_015925171.1;
B8I2R4	Ccel_1706	WP_015925172.1;
B8I2R7	Ccel_1709	WP_015925175.1;
B8I2R8	Ccel_1710	WP_015925176.1;
B8I2R9	Ccel_1711	WP_015925177.1;
B8I2S0	Ccel_1712	
B8I2S3	Ccel_1715	WP_015925181.1;
B8I2S4	Ccel_1716	WP_015925182.1;
B8I2S5	Ccel_1717	WP_015925183.1;
B8I2S6	Ccel_1718	WP_015925184.1;
B8I2S7	Ccel_1719	WP_015925185.1;
B8I2S8	Ccel_1720	WP_015925186.1;
B8I2S9	Ccel_1721	WP_015925187.1;
B8I2T0	Ccel_1722	WP_015925188.1;
B8I2T1	Ccel_1723	WP_015925189.1;
B8I2T2	Ccel_1724	WP_015925190.1;
B8I2T3	Ccel_1725	WP_015925191.1;
B8I2T5	Ccel_1727	WP_015925193.1;
B8I2T9	Ccel_1731	WP_015925197.1;
B8I2U0	Ccel_1732	WP_015925198.1;
B8I2U1	Ccel_1733	WP_015925199.1;
B8I2U2	Ccel_1734	WP_015925200.1;
B8I2U3	Ccel_1735	WP_015925201.1;
B8I2U4	Ccel_1736	WP_015925202.1;
B8I2U5	Ccel_1737	WP_015925203.1;
B8I2U6	Ccel_1738	WP_015925204.1;
B8I2U8	Ccel_1740	WP_015925206.1;
B8I2U9	Ccel_1741	WP_015925207.1;
B8I2V0	Ccel_1742	WP_015925208.1;
B8I2V1	Ccel_1743	WP_015925209.1;
B8I2V2	Ccel_1744	WP_015925210.1;
B8I2V3	Ccel_1745	WP_015925211.1;
B8I2V6	Ccel_1748	WP_015925214.1;
B8I2W0	Ccel_1752	
B8I2W1	Ccel_1753	WP_015925219.1;
B8I2W6	Ccel_1758	WP_015925224.1;
B8I2W7	Ccel_1759	WP_015925225.1;
B8I2W8	Ccel_1760	WP_015925226.1;
B8I2W9	Ccel_1761	
B8I2X0	Ccel_1762	WP_015925228.1;
B8I2X1	Ccel_1763	
B8I2X2	Ccel_1764	WP_015925230.1;
B8I2X3	Ccel_1765	WP_015925231.1;
B8I2X4	Ccel_1766	
B8I2X5	Ccel_1767	WP_015925233.1;
B8I2X6	Ccel_1768	WP_015925234.1;
B8I2X7	Ccel_1769	WP_015925235.1;
B8I2X8	Ccel_1770	WP_015925236.1;
B8I2Y1	Ccel_1773	WP_015925239.1;
B8I2Y4	Ccel_1776	
B8I2Y5	Ccel_1777	WP_015925243.1;
B8I2Y6	Ccel_1778	WP_015925244.1;
B8I2Y8	Ccel_1780	WP_015925246.1;
B8I2Y9	Ccel_1781	WP_015925247.1;
B8I2Z0	Ccel_1782	WP_015925248.1;
B8I2Z5	Ccel_1788	WP_015925253.1;
